Module,Reaction,url,KOs,Rule,Review comment,reaction_orthology,module_orthology,module_definition
M00837,R06746,https://www.genome.jp/dbget-bin/www_bget?rn:R06746,"K21781,K21780,K12719,K12720","K21781+K21780,K12719+K12720",reviewed by HBS,"{'K12719': 'L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53]', 'K12720': 'peptidyl carrier protein', 'K21780': 'L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53]', 'K21781': 'peptidyl carrier protein'}","{'K21780': 'pigI; L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53] [RN:R06746]', 'K21781': 'pigG; peptidyl carrier protein [RN:R06746]', 'K21782': 'pigA; L-prolyl-PCP dehydrogenase [EC:1.3.8.14] [RN:R06747]', 'K21783': 'pigJ; beta-ketoacyl ACP synthase [EC:2.3.1.-] [RN:R11665]', 'K21784': ""pigH; 4-hydroxy-2,2'-bipyrrole-5-methanol synthase [RN:R11667]"", 'K21785': ""pigM; 4-hydroxy-2,2'-bipyrrole-5-methanol dehydrogenase [RN:R11668 R11669]"", 'K21786': ""pigF; 4-hydroxy-2,2'-bipyrrole-5-carbaldehyde O-methyltransferase [EC:2.1.1.-] [RN:R11670]"", 'K21428': 'pigD; 3-acetyloctanal synthase [EC:2.2.1.12] [RN:R11141]', 'K21778': 'pigE; 3-acetyloctanal aminotransferase [EC:2.6.1.-] [RN:R11672]', 'K21779': 'pigB; 2-methyl-3-n-amyl-dihydropyrrolel dehydrogenase [RN:R11661]', 'K21787': 'pigC; prodigiosin/undecylprodigiosin synthetase [RN:R11662]'}",K21780+K21781 K21782 K21783 K21784 K21785 K21786 K21428 K21778 K21779 K21787
M00838,R06746,https://www.genome.jp/dbget-bin/www_bget?rn:R06746,"K21781,K21780,K12719,K12720","K21781+K21780,K12719+K12720",reviewed by HBS,"{'K12719': 'L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53]', 'K12720': 'peptidyl carrier protein', 'K21780': 'L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53]', 'K21781': 'peptidyl carrier protein'}","{'K21780': 'pigI; L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53] [RN:R06746]', 'K21781': 'pigG; peptidyl carrier protein [RN:R06746]', 'K21782': 'pigA; L-prolyl-PCP dehydrogenase [EC:1.3.8.14] [RN:R06747]', 'K21783': 'pigJ; beta-ketoacyl ACP synthase [EC:2.3.1.-] [RN:R11665]', 'K21784': ""pigH; 4-hydroxy-2,2'-bipyrrole-5-methanol synthase [RN:R11667]"", 'K21785': ""pigM; 4-hydroxy-2,2'-bipyrrole-5-methanol dehydrogenase [RN:R11668 R11669]"", 'K21786': ""pigF; 4-hydroxy-2,2'-bipyrrole-5-carbaldehyde O-methyltransferase [EC:2.1.1.-] [RN:R11670]"", 'K21791': 'redJ; thioesterase [RN:R04014]', 'K21792': 'redL; polyketide synthase [RN:R11664]', 'K21793': 'redK; oxidoreductase [RN:R11663 R11666]', 'K21787': 'pigC; prodigiosin/undecylprodigiosin synthetase [RN:R11673]'}",K21780+K21781 K21782 K21783 K21784 K21785 K21786 K21791 K21792 K21793 K21787
M00837,R06747,https://www.genome.jp/dbget-bin/www_bget?rn:R06747,"K12721,K21782","K12721,K21782",reviewed by HBS,"{'K12721': 'L-prolyl-[peptidyl-carrier protein] dehydrogenase [EC:1.3.8.14]', 'K21782': 'L-prolyl-PCP dehydrogenase [EC:1.3.8.14]'}","{'K21780': 'pigI; L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53] [RN:R06746]', 'K21781': 'pigG; peptidyl carrier protein [RN:R06746]', 'K21782': 'pigA; L-prolyl-PCP dehydrogenase [EC:1.3.8.14] [RN:R06747]', 'K21783': 'pigJ; beta-ketoacyl ACP synthase [EC:2.3.1.-] [RN:R11665]', 'K21784': ""pigH; 4-hydroxy-2,2'-bipyrrole-5-methanol synthase [RN:R11667]"", 'K21785': ""pigM; 4-hydroxy-2,2'-bipyrrole-5-methanol dehydrogenase [RN:R11668 R11669]"", 'K21786': ""pigF; 4-hydroxy-2,2'-bipyrrole-5-carbaldehyde O-methyltransferase [EC:2.1.1.-] [RN:R11670]"", 'K21428': 'pigD; 3-acetyloctanal synthase [EC:2.2.1.12] [RN:R11141]', 'K21778': 'pigE; 3-acetyloctanal aminotransferase [EC:2.6.1.-] [RN:R11672]', 'K21779': 'pigB; 2-methyl-3-n-amyl-dihydropyrrolel dehydrogenase [RN:R11661]', 'K21787': 'pigC; prodigiosin/undecylprodigiosin synthetase [RN:R11662]'}",K21780+K21781 K21782 K21783 K21784 K21785 K21786 K21428 K21778 K21779 K21787
M00838,R06747,https://www.genome.jp/dbget-bin/www_bget?rn:R06747,"K12721,K21782","K12721,K21782",reviewed by HBS,"{'K12721': 'L-prolyl-[peptidyl-carrier protein] dehydrogenase [EC:1.3.8.14]', 'K21782': 'L-prolyl-PCP dehydrogenase [EC:1.3.8.14]'}","{'K21780': 'pigI; L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53] [RN:R06746]', 'K21781': 'pigG; peptidyl carrier protein [RN:R06746]', 'K21782': 'pigA; L-prolyl-PCP dehydrogenase [EC:1.3.8.14] [RN:R06747]', 'K21783': 'pigJ; beta-ketoacyl ACP synthase [EC:2.3.1.-] [RN:R11665]', 'K21784': ""pigH; 4-hydroxy-2,2'-bipyrrole-5-methanol synthase [RN:R11667]"", 'K21785': ""pigM; 4-hydroxy-2,2'-bipyrrole-5-methanol dehydrogenase [RN:R11668 R11669]"", 'K21786': ""pigF; 4-hydroxy-2,2'-bipyrrole-5-carbaldehyde O-methyltransferase [EC:2.1.1.-] [RN:R11670]"", 'K21791': 'redJ; thioesterase [RN:R04014]', 'K21792': 'redL; polyketide synthase [RN:R11664]', 'K21793': 'redK; oxidoreductase [RN:R11663 R11666]', 'K21787': 'pigC; prodigiosin/undecylprodigiosin synthetase [RN:R11673]'}",K21780+K21781 K21782 K21783 K21784 K21785 K21786 K21791 K21792 K21793 K21787
M00545,R06783,https://www.genome.jp/dbget-bin/www_bget?rn:R06783,"K00529,K05710,K05709,K05708",K00529+K05710+K05709+K05708,reviewed by HBS,"{'K00529': '3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]', 'K05708': '3-phenylpropionate/trans-cinnamate dioxygenase subunit alpha [EC:1.14.12.19]', 'K05709': '3-phenylpropionate/trans-cinnamate dioxygenase subunit beta [EC:1.14.12.19]', 'K05710': '3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component'}","{'K05708+K05709+K05710+K00529': '3-phenylpropionate/cinnamic acid dioxygenase [EC:1.14.12.19] [RN:R06783]', 'K05711': '2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87] [RN:R06785]', 'K05712': 'mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127] [RN:R06787]', 'K05713': '2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16] [RN:R06788]', 'K05714': '2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase [EC:3.7.1.14] [RN:R06789]', 'K02554': '2-keto-4-pentenoate hydratase [EC:4.2.1.80] [RN:R02601]', 'K01666': '4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39] [RN:R00750]', 'K04073': 'acetaldehyde dehydrogenase [EC:1.2.1.10] [RN:R00228]'}","(((K05708+K05709+K05710+K00529) K05711),K05712) K05713 K05714 K02554 K01666 K04073"
M00878,R06941,https://www.genome.jp/dbget-bin/www_bget?rn:R06941,"K01782,K00022,K01825,K07514,K00074","K01782,K00022,K01825,K07514,K00074",reviewed by HBS,"{'K00022': '3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]', 'K00074': '3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]', 'K01782': '3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]', 'K01825': '3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]', 'K07514': 'enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]'}","{'K01912': 'paaK; phenylacetate-CoA ligase [EC:6.2.1.30] [RN:R02539]', 'K02609,K02610,K02611,K02612,K02613': 'paaABCDE; ring-1,2-phenylacetyl-CoA epoxidase [EC:1.14.13.149][RN:R09838]', 'K15866': 'paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18] [RN:R09837 R09839]', 'K02618': 'paaZ; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91] [RN:R09836 R09820]', 'K02615': 'paaJ; 3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase [EC:2.3.1.223 2.3.1.174] [RN:R09839 R00829]', 'K01692': 'paaF; enoyl-CoA hydratase [EC:4.2.1.17] [RN:R06942]', 'K00074': 'paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157] [RN:R06941]'}",K01912 K02609+K02610+K02611+K02612+K02613 K15866 K02618 K02615 K01692 K00074
M00878,R06942,https://www.genome.jp/dbget-bin/www_bget?rn:R06942,"K01692,K01782,K07511,K01825,K07514,K07515","K01692,K01782,K07511,K01825,K07514,K07515",reviewed by HBS,"{'K01692': 'enoyl-CoA hydratase [EC:4.2.1.17]', 'K01782': '3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]', 'K01825': '3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]', 'K07511': 'enoyl-CoA hydratase [EC:4.2.1.17]', 'K07514': 'enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]', 'K07515': 'enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]'}","{'K01912': 'paaK; phenylacetate-CoA ligase [EC:6.2.1.30] [RN:R02539]', 'K02609,K02610,K02611,K02612,K02613': 'paaABCDE; ring-1,2-phenylacetyl-CoA epoxidase [EC:1.14.13.149][RN:R09838]', 'K15866': 'paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18] [RN:R09837 R09839]', 'K02618': 'paaZ; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91] [RN:R09836 R09820]', 'K02615': 'paaJ; 3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase [EC:2.3.1.223 2.3.1.174] [RN:R09839 R00829]', 'K01692': 'paaF; enoyl-CoA hydratase [EC:4.2.1.17] [RN:R06942]', 'K00074': 'paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157] [RN:R06941]'}",K01912 K02609+K02610+K02611+K02612+K02613 K15866 K02618 K02615 K01692 K00074
M00358,R07136,https://www.genome.jp/dbget-bin/www_bget?rn:R07136,"K00024,K00026,K00025,K05884","K00024,K00026,K00025,K05884",reviewed by HBS,"{'K00024': 'malate dehydrogenase [EC:1.1.1.37]', 'K00025': 'malate dehydrogenase [EC:1.1.1.37]', 'K00026': 'malate dehydrogenase [EC:1.1.1.37]', 'K05884': 'L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337]'}","{'K08097': 'phosphosulfolactate synthase [EC:4.4.1.19] [RN:R07476]', 'K05979': '2-phosphosulfolactate phosphatase [EC:3.1.3.71] [RN:R05789]', 'K05884': 'L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337] [RN:R07136]', 'K13039+K06034': 'sulfopyruvate decarboxylase [EC:4.1.1.79] [RN:R05774]'}",K08097 K05979 K05884 K13039+K06034
M00377,R07157,https://www.genome.jp/dbget-bin/www_bget?rn:R07157,"K00192,K00198,K00195,K00196","K00192+K00195,K00196+K00198",reviewed by HBS; combined on shawns advice,"{'K00192': 'anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4]', 'K00195': 'anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon', 'K00196': 'anaerobic carbon-monoxide dehydrogenase iron sulfur subunit', 'K00198': 'anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]'}","{'K00198': 'carbon-monoxide dehydrogenase [EC:1.2.7.4] [RN:R07157]', 'K05299,K15022': 'formate dehydrogenase [EC:1.17.1.10] [RN:R00134]', 'K01938': 'formate--tetrahydrofolate ligase [EC:6.3.4.3] [RN:R00943]', 'K01491': 'methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9] [RN:R01655 R01220]', 'K00297': 'methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20] [RN:R07168]', 'K15023': '5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258] [RN:R02289]', 'K14138': 'acetyl-CoA synthase [EC:2.3.1.169] [RN:R08433]', 'K00197+K00194': 'acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R10243]'}",K00198 K05299-K15022 K01938 K01491 K00297 K15023 K14138+K00197+K00194
M00422,R07157,https://www.genome.jp/dbget-bin/www_bget?rn:R07157,"K00192,K00198,K00195,K00196","K00192+K00195,K00196+K00198",reviewed by HBS; combined on shawns advice,"{'K00192': 'anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4]', 'K00195': 'anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon', 'K00196': 'anaerobic carbon-monoxide dehydrogenase iron sulfur subunit', 'K00198': 'anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]'}","{'K00192': 'cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]', 'K00195': 'cdhB; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon [RN:R07157]', 'K00193': 'cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]', 'K00197': 'cdhE; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245] [RN:R09096 R10219]', 'K00194': 'cdhD; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245] [RN:R09096 R10219]'}",K00192+K00195 K00193+K00197+K00194
M00377,R07168,https://www.genome.jp/dbget-bin/www_bget?rn:R07168,"K24042,K25009,K00297","K24042,K25009,K00297",reviewed by HBS,"{'K00297': 'methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]', 'K24042': 'methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54]', 'K25009': 'methylenetetrahydrofolate reductase [NAD(P)H] [EC:1.5.1.20]'}","{'K00198': 'carbon-monoxide dehydrogenase [EC:1.2.7.4] [RN:R07157]', 'K05299,K15022': 'formate dehydrogenase [EC:1.17.1.10] [RN:R00134]', 'K01938': 'formate--tetrahydrofolate ligase [EC:6.3.4.3] [RN:R00943]', 'K01491': 'methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9] [RN:R01655 R01220]', 'K00297': 'methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20] [RN:R07168]', 'K15023': '5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258] [RN:R02289]', 'K14138': 'acetyl-CoA synthase [EC:2.3.1.169] [RN:R08433]', 'K00197+K00194': 'acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R10243]'}",K00198 K05299-K15022 K01938 K01491 K00297 K15023 K14138+K00197+K00194
M00127,R07459,https://www.genome.jp/dbget-bin/www_bget?rn:R07459,"K11996,K21029,K21147,K03148","K03148,K11996,K21029,K21147",SM acyl-adenylate transferases,"{'K03148': 'sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]', 'K11996': 'adenylyltransferase and sulfurtransferase [EC:2.7.7.80 2.8.1.11]', 'K21029': 'molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]', 'K21147': 'sulfur-carrier protein adenylyltransferase/sulfurtransferase [EC:2.7.7.80 2.7.7.- 2.8.1.11 2.8.1.-]'}","{'K03148': 'thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73] [RN:R07459]', 'K03154': 'thiS; sulfur carrier protein', 'K03151': 'thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4] [RN:R07461]', 'K03150': 'thiH; 2-iminoacetate synthase [EC:4.1.99.19] [RN:R10246]', 'K03149': 'thiG; thiazole synthase [EC:2.8.1.10] [RN:R10247]', 'K03147': 'thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17] [RN:R03472]', 'K00941': 'thiD; phosphomethylpyrimidine kinase [EC:2.7.4.7] [RN:R04509]', 'K00788': 'thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3] [RN:R10712]', 'K14153,K21219': 'thiDE,thiDN; phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.4.7 2.5.1.3] [RN:R04509 R10712]', 'K00946': 'thiL; thiamine-monophosphate kinase [EC:2.7.4.16] [RN:R00617]'}","K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946"
M00895,R07459,https://www.genome.jp/dbget-bin/www_bget?rn:R07459,"K11996,K21029,K21147,K03148","K03148,K11996,K21029,K21147",SM acyl-adenylate transferases,"{'K03148': 'sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]', 'K11996': 'adenylyltransferase and sulfurtransferase [EC:2.7.7.80 2.8.1.11]', 'K21029': 'molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]', 'K21147': 'sulfur-carrier protein adenylyltransferase/sulfurtransferase [EC:2.7.7.80 2.7.7.- 2.8.1.11 2.8.1.-]'}","{'K03148': 'thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73] [RN:R07459]', 'K03154': 'thiS; sulfur carrier protein', 'K03151': 'thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4] [RN:R07461]', 'K03153': 'thiO; glycine oxidase [EC:1.4.3.19] [RN:R07463]', 'K03149': 'thiG; thiazole synthase [EC:2.8.1.10] [RN:R10247]', 'K10810': 'tenI; thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10] [RN:R09977]', 'K03147': 'thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17] [RN:R03472]', 'K00941': 'thiD; phosphomethylpyrimidine kinase [EC:2.7.4.7] [RN:R04509]', 'K00788': 'thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3] [RN:R10712]', 'K00946': 'thiL; thiamine-monophosphate kinase [EC:2.7.4.16] [RN:R00617]'}",K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946
M00127,R07461,https://www.genome.jp/dbget-bin/www_bget?rn:R07461,"K03151,K21028,K21147,K11996","K03151,K21028,K21147,K11996",Reviewed by LML,"{'K03151': 'tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]', 'K11996': 'adenylyltransferase and sulfurtransferase [EC:2.7.7.80 2.8.1.11]', 'K21028': 'molybdopterin synthase sulfurtransferase [EC:2.8.1.11]', 'K21147': 'sulfur-carrier protein adenylyltransferase/sulfurtransferase [EC:2.7.7.80 2.7.7.- 2.8.1.11 2.8.1.-]'}","{'K03148': 'thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73] [RN:R07459]', 'K03154': 'thiS; sulfur carrier protein', 'K03151': 'thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4] [RN:R07461]', 'K03150': 'thiH; 2-iminoacetate synthase [EC:4.1.99.19] [RN:R10246]', 'K03149': 'thiG; thiazole synthase [EC:2.8.1.10] [RN:R10247]', 'K03147': 'thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17] [RN:R03472]', 'K00941': 'thiD; phosphomethylpyrimidine kinase [EC:2.7.4.7] [RN:R04509]', 'K00788': 'thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3] [RN:R10712]', 'K14153,K21219': 'thiDE,thiDN; phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.4.7 2.5.1.3] [RN:R04509 R10712]', 'K00946': 'thiL; thiamine-monophosphate kinase [EC:2.7.4.16] [RN:R00617]'}","K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946"
M00895,R07461,https://www.genome.jp/dbget-bin/www_bget?rn:R07461,"K03151,K21028,K21147,K11996","K03151,K21028,K21147,K11996",Reviewed by LML,"{'K03151': 'tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]', 'K11996': 'adenylyltransferase and sulfurtransferase [EC:2.7.7.80 2.8.1.11]', 'K21028': 'molybdopterin synthase sulfurtransferase [EC:2.8.1.11]', 'K21147': 'sulfur-carrier protein adenylyltransferase/sulfurtransferase [EC:2.7.7.80 2.7.7.- 2.8.1.11 2.8.1.-]'}","{'K03148': 'thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73] [RN:R07459]', 'K03154': 'thiS; sulfur carrier protein', 'K03151': 'thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4] [RN:R07461]', 'K03153': 'thiO; glycine oxidase [EC:1.4.3.19] [RN:R07463]', 'K03149': 'thiG; thiazole synthase [EC:2.8.1.10] [RN:R10247]', 'K10810': 'tenI; thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10] [RN:R09977]', 'K03147': 'thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17] [RN:R03472]', 'K00941': 'thiD; phosphomethylpyrimidine kinase [EC:2.7.4.7] [RN:R04509]', 'K00788': 'thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3] [RN:R10712]', 'K00946': 'thiL; thiamine-monophosphate kinase [EC:2.7.4.16] [RN:R00617]'}",K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946
M00810,R07514,https://www.genome.jp/dbget-bin/www_bget?rn:R07514,"K19185,K19187,K19186",K19185+K19187+K19186,reviewed by HBS,"{'K19185': '6-hydroxypseudooxynicotine dehydrogenase subunit alpha [EC:1.5.99.14]', 'K19186': '6-hydroxypseudooxynicotine dehydrogenase subunit beta [EC:1.5.99.14]', 'K19187': '6-hydroxypseudooxynicotine dehydrogenase subunit gamma [EC:1.5.99.14]'}","{'K19818,K19819,K19820': 'nicotine dehydrogenase [EC:1.5.99.4] [RN:R02860 R07946]', 'K19826': '(S)-6-hydroxynicotine oxidase [EC:1.5.3.5] [RN:R11048]', 'K19890': '(R)-6-hydroxynicotine oxidase [EC:1.5.3.6] [RN:R11050]', 'K19185,K19186,K19187': '6-hydroxypseudooxynicotine dehydrogenase [EC:1.5.99.14] [RN:R07514]', 'K19188': '2,6-dihydroxypseudooxynicotine hydrolase [EC:3.7.1.19] [RN:R07515]', 'K20155': '4-methylaminobutanoate oxidase (methylamine-forming) [EC:1.5.3.21] [RN:R10101]'}","K19818+K19819+K19820 (K19826,K19890) K19185+K19186+K19187 K19188 -K20155"
M00036,R07601,https://www.genome.jp/dbget-bin/www_bget?rn:R07601,"K00167,K11381,K00166","K00167,K00166+K11381",reviewed by HBS,"{'K00166': '2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]', 'K00167': '2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]', 'K11381': '2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]'}","{'K00826': 'branched-chain amino acid aminotransferase [EC:2.6.1.42] [RN:R01090]', 'K00166+K00167,K11381': '2-oxoisovalerate dehydrogenase [EC:1.2.4.4] [RN:R07601 R07602]', 'K09699': '2-oxoisovalerate dehydrogenase [EC:2.3.1.168] [RN:R04097]', 'K00382': 'dihydrolipoamide dehydrogenase [EC:1.8.1.4] [RN:R07618]', 'K00253': 'isovaleryl-CoA dehydrogenase [EC:1.3.99.10] [RN:R04095]', 'K00249': 'acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04095]', 'K01968+K01969': '3-methylcrotonyl-CoA carboxylase [EC:6.4.1.4] [RN:R04138]', 'K05607,K13766': 'methylglutaconyl-CoA hydratase [EC:4.2.1.18] [RN:R02085]', 'K01640': 'hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4] [RN:R01360]'}","K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640"
M00036,R07602,https://www.genome.jp/dbget-bin/www_bget?rn:R07602,"K00167,K11381,K00166","K00167,K00166+K11381",reviewed by HBS,"{'K00166': '2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]', 'K00167': '2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]', 'K11381': '2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]'}","{'K00826': 'branched-chain amino acid aminotransferase [EC:2.6.1.42] [RN:R01090]', 'K00166+K00167,K11381': '2-oxoisovalerate dehydrogenase [EC:1.2.4.4] [RN:R07601 R07602]', 'K09699': '2-oxoisovalerate dehydrogenase [EC:2.3.1.168] [RN:R04097]', 'K00382': 'dihydrolipoamide dehydrogenase [EC:1.8.1.4] [RN:R07618]', 'K00253': 'isovaleryl-CoA dehydrogenase [EC:1.3.99.10] [RN:R04095]', 'K00249': 'acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04095]', 'K01968+K01969': '3-methylcrotonyl-CoA carboxylase [EC:6.4.1.4] [RN:R04138]', 'K05607,K13766': 'methylglutaconyl-CoA hydratase [EC:4.2.1.18] [RN:R02085]', 'K01640': 'hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4] [RN:R01360]'}","K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640"
M00550,R07671,https://www.genome.jp/dbget-bin/www_bget?rn:R07671,"K03475,K02822,K02821",K03475+K02822+K02821,reviewed by HBS,"{'K02821': 'ascorbate PTS system EIIA or EIIAB component [EC:2.7.1.194]', 'K02822': 'ascorbate PTS system EIIB component [EC:2.7.1.194]', 'K03475': 'ascorbate PTS system EIIC component'}","{'K02821,K02822,K03475': 'PTS system, ascorbate-specific [EC:2.7.1.194] [RN:R07671]', 'K03476': 'L-ascorbate 6-phosphate lactonase [EC:3.1.1.-] [RN:R07677]', 'K03078': '3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85] [RN:R07125]', 'K03079': 'L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22] [RN:R03244]', 'K03077': 'L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4] [RN:R05850]'}",K02821+K02822+K03475 K03476 K03078 K03079 K03077
