ec,rn,url,ko_list,num_ecs,num_kos,rule,notes
2.7.7.19;2.7.7.48;2.7.7.6,R00435,https://www.genome.jp/entry/R00435,"K00970,K03514,K11700,K14079,K14376,K18060,K18709,K21315,K23034,K23035,K11699,K19389,K21077,K21316,K21924,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03050,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313",3,49,NA,ATP:RNA adenylyltransferase
2.7.7.31;2.7.7.49;2.7.7.7,R00379,https://www.genome.jp/entry/R00379,"K00977,K00986,K11126,K21037,K21038,K23454,K24802,K25055,K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21237,K21238,K21314,K21923,K22761",3,55,NA,Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase
2.7.7.43,R02599,https://www.genome.jp/entry/R02599,"K00983,K21749",1,2,"K00983,K21749",annotated by HBS
2.7.7.48;2.7.7.52;2.7.7.6,R00443,https://www.genome.jp/entry/R00443,"K11699,K19389,K21077,K21316,K21924,K13291,K18709,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03050,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313",3,41,NA,UTP:RNA uridylyltransferase
2.7.7.48;2.7.7.6,R00441,https://www.genome.jp/entry/R00441,"K11699,K19389,K21077,K21316,K21924,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03050,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313",2,39,NA,GTP:RNA guanylyltransferase
2.7.7.48;2.7.7.6,R00442,https://www.genome.jp/entry/R00442,"K11699,K19389,K21077,K21316,K21924,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03050,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313",2,39,NA,CTP:RNA cytidylyltransferase
2.7.7.48;2.7.7.6,R00444,https://www.genome.jp/entry/R00444,"K11699,K19389,K21077,K21316,K21924,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03050,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313",2,39,NA,nucleoside-triphosphate:RNA nucleotidyltransferase
2.7.7.6,R10813,https://www.genome.jp/entry/R10813,"K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03050,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313",1,34,"K03044+K03043+K03040+K03060,K03041+K03042+K03044+K03045+K03047+K03058+K03056+K03059+K03053+K03055+K03051+K03049,K03041+K03042+K03044+K03045+K03047+K03058+K03056+K03059+K03053+K03055+K03051+K03050,K21239,K21081,K21313","Reviewed by SM using Werner 2007 Mol Micro 65(6) as a guide. KOs encoding RPA's, RPB's, RPC's, subunit B, 1, and not clear Werner subunits were not included. "
2.7.7.7,R00377,https://www.genome.jp/entry/R00377,"K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K23454,K24802,K25055",1,51,NA,DNA pol
2.7.7.7,R00378,https://www.genome.jp/entry/R00378,"K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K23454,K24802,K25055",1,51,NA,DNA pol
2.7.7.7,R00375,https://www.genome.jp/entry/R00375,"K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K23454,K24802,K25055",1,51,NA,DNA pol
2.7.7.7,R00376,https://www.genome.jp/entry/R00376,"K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K23454,K24802,K25055",1,51,NA,DNA pol
2.7.7.83,R10183,https://www.genome.jp/entry/R10183,"K00972,K23144",1,2,"K00972,K23144",Reviewed by LML
2.7.7.85,R10342,https://www.genome.jp/entry/R10342,"K07067,K18672",1,2,"K07067,K18672",Reviewed by LML
2.7.7.92,R11441,https://www.genome.jp/entry/R11441,"K21749,K21750",1,2,"K21749,K21750",Reviewed by LML
2.7.8.20,R04511,https://www.genome.jp/entry/R04511,"K01002,K19005",1,2,"K01002,K19005",annotated by HBS
2.8.2.20,R02586,https://www.genome.jp/entry/R02586,"K01021,K22218",1,2,"K01021,K22218",Reviewed by LML
2.8.2.23;2.8.2.29;2.8.2.30,R05798,https://www.genome.jp/entry/R05798,"K01024,K08104,K07808,K07809",3,4,"K01024,K08104,K07808,K07809",annotated by HBS
2.8.3.12,R03884,https://www.genome.jp/entry/R03884,"K01039,K01040",1,2,K01039+K01040,annotated by HBS
2.8.3.5,R01780,https://www.genome.jp/entry/R01780,"K01027,K01028,K01029",1,3,"K01027,K01028+K01029",annotated by HBS
2.8.3.8,R00393,https://www.genome.jp/entry/R00393,"K01034,K01035,K19709",1,3,"K01034+K01035,K19709",annotated by HBS
2.8.4.5,R10650,https://www.genome.jp/entry/R10650,"K15865,K18707",1,2,"K15865,K18707",annotated by HBS
2.8.4.5,R10651,https://www.genome.jp/entry/R10651,"K15865,K18707",1,2,"K15865,K18707",annotated by HBS
2.8.5.2,R12163,https://www.genome.jp/entry/R12163,"K17222,K17223",1,2,K17222+K17223,Reviewed by LML; https://journals.asm.org/doi/full/10.1128/JB.00634-08
2.8.5.2,R12164,https://www.genome.jp/entry/R12164,"K17222,K17223",1,2,K17222+K17223,Reviewed by LML; https://journals.asm.org/doi/full/10.1128/JB.00634-08
3.1.1.1,R00630,https://www.genome.jp/entry/R00630,"K01044,K03927,K03928,K15743,K24085",1,5,"K01044,K03927,K03928,K15743,K24085",annotated by HBS
3.1.1.1,R08295,https://www.genome.jp/entry/R08295,"K01044,K03927,K03928,K15743,K24085",1,5,"K01044,K03927,K03928,K15743,K24085",annotated by HBS
3.1.1.1,R08300,https://www.genome.jp/entry/R08300,"K01044,K03927,K03928,K15743,K24085",1,5,"K01044,K03927,K03928,K15743,K24085",annotated by HBS
3.1.1.13,R02115,https://www.genome.jp/entry/R02115,"K01052,K12298,K14674",1,3,"K01052,K12298,K14674",annotated by HBS
3.1.1.2,R07342,https://www.genome.jp/entry/R07342,"K01045,K10804",1,2,"K01045,K10804",Reviewed by LML
3.1.1.2,R06893,https://www.genome.jp/entry/R06893,"K01045,K10804",1,2,"K01045,K10804",Reviewed by LML
3.1.1.2,R01241,https://www.genome.jp/entry/R01241,"K01045,K10804",1,2,"K01045,K10804",Reviewed by LML
3.1.1.29,R04238,https://www.genome.jp/entry/R04238,"K01056,K04794,K15033",1,3,"K01056,K04794,K15033",Reviewed by LML
3.1.1.3,R02688,https://www.genome.jp/entry/R02688,"K01046,K12298,K13534,K13616,K14073,K14074,K14075,K14076,K14452,K14674,K14675,K16816,K17900,K22283,K22284",1,15,"K01046,K12298,K13534,K13616,K14073,K14074,K14075,K14076,K14452,K14674,K14675,K16816,K17900,K22283,K22284",annotated by HBS
3.1.1.3;3.1.1.34;3.1.1.79,R01369,https://www.genome.jp/entry/R01369,"K01046,K12298,K13534,K13616,K14073,K14074,K14075,K14076,K14452,K14674,K14675,K16816,K17900,K22283,K22284,K01059,K07188",3,17,"K01046,K12298,K13534,K13616,K14073,K14074,K14075,K14076,K14452,K14674,K14675,K16816,K17900,K22283,K22284,K01059,K07188",annotated by HBS
3.1.1.3;3.1.1.79,R05209,https://www.genome.jp/entry/R05209,"K01046,K12298,K13534,K13616,K14073,K14074,K14075,K14076,K14452,K14674,K14675,K16816,K17900,K22283,K22284,K07188",2,16,"K01046,K12298,K13534,K13616,K14073,K14074,K14075,K14076,K14452,K14674,K14675,K16816,K17900,K22283,K22284,K07188",annotated by HBS
3.1.1.32,R01314,https://www.genome.jp/entry/R01314,"K01058,K16817,K16818,K22389",1,4,"K01058,K16817,K16818,K22389",annotated by HBS
3.1.1.4,R01313,https://www.genome.jp/entry/R01313,"K01047,K01058,K14621,K14674,K16342,K16343,K16817",1,7,"K01047,K01058,K14621,K14674,K16342,K16343,K16817",annotated by HBS
3.1.1.4,R03107,https://www.genome.jp/entry/R03107,"K01047,K01058,K14621,K14674,K16342,K16343,K16817",1,7,"K01047,K01058,K14621,K14674,K16342,K16343,K16817",
3.1.1.5,R01309,https://www.genome.jp/entry/R01309,"K01048,K06128,K06129,K06130,K10804,K13278,K13333,K13334,K14621,K14676",1,10,NA,two-step reaction which we already represent in the data elsewhere; reviewed by HBS
3.1.1.5,R02744,https://www.genome.jp/entry/R02744,"K01048,K06128,K06129,K06130,K10804,K13278,K13333,K13334,K14621,K14676",1,10,NA,two-step reaction which we already represent in the data elsewhere; reviewed by HBS
3.1.1.5,R07291,https://www.genome.jp/entry/R07291,"K01048,K06128,K06129,K06130,K10804,K13278,K13333,K13334,K14621,K14676",1,10,NA,two-step reaction which we already represent in the data elsewhere; reviewed by HBS
3.1.1.53,R01810,https://www.genome.jp/entry/R01810,"K05970,K19253,K24546",1,3,"K05970,K19253,K24546",Reviewed by LML
3.1.1.53,R08600,https://www.genome.jp/entry/R08600,"K05970,K19253,K24546",1,3,"K05970,K19253,K24546",Reviewed by LML
3.1.1.53,R08601,https://www.genome.jp/entry/R08601,"K05970,K19253,K24546",1,3,"K05970,K19253,K24546",Reviewed by LML
3.1.1.61,R02624,https://www.genome.jp/entry/R02624,"K03412,K13491,K13924",1,3,"K03412,K13491,K13924",Reviewed by LML
3.1.1.73,R07292,https://www.genome.jp/entry/R07292,"K09252,K21016",1,2,"K09252,K21016",Reviewed by LML; https://pubmed.ncbi.nlm.nih.gov/11931668/
3.1.1.76,R05796,https://www.genome.jp/entry/R05796,"K22249,K22250",1,2,"K22249,K22250",Reviewed by LML; same X-group
3.1.1.88,R09724,https://www.genome.jp/entry/R09724,"K20992,K20993",1,2,"K20992,K20993",Reviewed by LML; one has no X-group annotation
3.1.2.22,R01705,https://www.genome.jp/entry/R01705,"K01074,K01076",1,2,"K01074,K01076",annotated by HBS
3.1.2.22,R08602,https://www.genome.jp/entry/R08602,"K01074,K01076",1,2,"K01074,K01076",annotated by HBS
3.1.3.1;3.1.3.2,R00626,https://www.genome.jp/entry/R00626,"K01077,K01113,K01078,K01093,K03788,K09474,K14379,K14394,K14395,K14410,K19283,K19284,K23458",2,13,"K01077,K01113,K01078,K01093,K03788,K09474,K14379,K14394,K14395,K14410,K19283,K19284,K23458",annotated by HBS
3.1.3.1;3.1.3.2,R01010,https://www.genome.jp/entry/R01010,"K01077,K01113,K01078,K01093,K03788,K09474,K14379,K14394,K14395,K14410,K19283,K19284,K23458",2,13,"K01077,K01113,K01078,K01093,K03788,K09474,K14379,K14394,K14395,K14410,K19283,K19284,K23458",annotated by HBS
3.1.3.10,R00304,https://www.genome.jp/entry/R00304,"K01085,K20866",1,2,"K01085,K20866",annotated by HBS
3.1.3.12,R06228,https://www.genome.jp/entry/R06228,"K01087,K16055",1,2,"K01087,K16055",annotated by HBS
3.1.3.16,R00164,https://www.genome.jp/entry/R00164,"K01090,K01110,K04348,K04382,K04457,K04459,K04460,K04461,K05766,K06269,K06382,K06639,K07313,K07314,K10147,K11915,K13807,K14165,K14167,K14497,K14501,K14803,K14819,K15423,K15427,K15498,K15544,K15637,K15731,K15732,K16340,K17499,K17500,K17501,K17502,K17503,K17504,K17505,K17506,K17507,K17508,K17614,K17615,K17617,K17618,K18498,K18998,K18999,K19704,K19705,K19708,K19790,K20074,K20216,K20551,K20827,K21278,K21814,K21946,K23534",1,60,"K01090,K01110,K04348,K04382,K04457,K04459,K04460,K04461,K05766,K06269,K06382,K06639,K07313,K07314,K10147,K11915,K13807,K14165,K14167,K14497,K14501,K14803,K14819,K15423,K15427,K15498,K15544,K15637,K15731,K15732,K16340,K17499,K17500,K17501,K17502,K17503,K17504,K17505,K17506,K17507,K17508,K17614,K17615,K17617,K17618,K18498,K18998,K18999,K19704,K19705,K19708,K19790,K20074,K20216,K20551,K20827,K21278,K21814,K21946,K23534",Reviewed by LML
3.1.3.21,R07298,https://www.genome.jp/entry/R07298,"K06116,K06117,K24189",1,3,"K06116,K06117,K24189",annotated by HBS
3.1.3.21,R08658,https://www.genome.jp/entry/R08658,"K06116,K06117,K24189",1,3,"K06116,K06117,K24189",annotated by HBS
3.1.3.25,R07343,https://www.genome.jp/entry/R07343,"K01092,K10047,K18649",1,3,"K01092,K10047,K18649",annotated by HBS
3.1.3.3,R02853,https://www.genome.jp/entry/R02853,"K01079,K02203,K05518,K07315,K15781,K22305",1,6,"K01079,K02203,K05518,K07315,K15781,K22305",annotated by HBS
3.1.3.32,R02248,https://www.genome.jp/entry/R02248,"K08073,K08075",1,2,"K08073,K08075",Reviewed by LML
3.1.3.43,R03450,https://www.genome.jp/entry/R03450,"K01102,K19708",1,2,"K01102,K19708",Reviewed by LML
3.1.3.46,R00763,https://www.genome.jp/entry/R00763,"K01103,K14634,K19028,K19029,K19030",1,5,"K01103,K14634,K19028,K19029,K19030",annotated by HBS
3.1.3.48,R02585,https://www.genome.jp/entry/R02585,"K01104,K01110,K02555,K04458,K04459,K05693,K05694,K05695,K05696,K05697,K05698,K05766,K05866,K05867,K06478,K06639,K06645,K06776,K06777,K06778,K07293,K07817,K08114,K11240,K13297,K14165,K14167,K14394,K14819,K15616,K16662,K16667,K16910,K17614,K17619,K17620,K17621,K17622,K18018,K18019,K18024,K18025,K18026,K18027,K18032,K18033,K18034,K18035,K18036,K18037,K18038,K18039,K18040,K18041,K18043,K18045,K18046,K18065,K18082,K18498,K18993,K19269,K19806,K19812,K20216,K20220,K20551,K20945,K21278,K21946,K23474,K23866",1,72,"K01104,K01110,K02555,K04458,K04459,K05693,K05694,K05695,K05696,K05697,K05698,K05766,K05866,K05867,K06478,K06639,K06645,K06776,K06777,K06778,K07293,K07817,K08114,K11240,K13297,K14165,K14167,K14394,K14819,K15616,K16662,K16667,K16910,K17614,K17619,K17620,K17621,K17622,K18018,K18019,K18024,K18025,K18026,K18027,K18032,K18033,K18034,K18035,K18036,K18037,K18038,K18039,K18040,K18041,K18043,K18045,K18046,K18065,K18082,K18498,K18993,K19269,K19806,K19812,K20216,K20220,K20551,K20945,K21278,K21946,K23474,K23866",Reviewed by LML
3.1.3.5,R07297,https://www.genome.jp/entry/R07297,"K01081,K03787,K08693,K08723,K11751,K19283,K19970,K20881,K24242",1,9,"K01081,K03787,K08693,K08723,K11751,K19283,K19970,K20881,K24242",annotated by HBS
3.1.3.50,R02866,https://www.genome.jp/entry/R02866,"K19270,K24204",1,2,"K19270,K24204",Reviewed by LML
3.1.3.6,R03060,https://www.genome.jp/entry/R03060,"K01119,K08693",1,2,"K01119,K08693",annotated by HBS
3.1.3.68,R02587,https://www.genome.jp/entry/R02587,"K01111,K24204",1,2,"K01111,K24204",Reviewed by LML
3.1.3.68,R08548,https://www.genome.jp/entry/R08548,"K01111,K24204",1,2,"K01111,K24204",Reviewed by LML
3.1.3.81,R09644,https://www.genome.jp/entry/R09644,"K01096,K18693",1,2,"K01096,K18693",annotated by HBS
3.1.4.16,R03423,https://www.genome.jp/entry/R03423,"K01119,K08693,K09769,K24670",1,4,"K01119,K08693,K09769,K24670",annotated by HBS
3.1.4.17,R03259,https://www.genome.jp/entry/R03259,"K01120,K13296,K13298,K13755,K18283,K18438,K19021",1,7,"K01120,K13296,K13298,K13755,K18283,K18438,K19021",annotated by HBS
3.1.4.37,R03422,https://www.genome.jp/entry/R03422,"K01121,K15435",1,2,"K01121,K15435",Reviewed by LML
3.1.4.39,R04362,https://www.genome.jp/entry/R04362,"K01122,K22387",1,2,"K01122,K22387",annotated by HBS
3.1.4.46,R00857,https://www.genome.jp/entry/R00857,"K01126,K18696",1,2,"K01126,K18696",annotated by HBS
3.1.6.1;3.1.6.8,R06280,https://www.genome.jp/entry/R06280,"K01130,K01134",2,2,"K01130,K01134",annotated by HBS
3.2.1.1,R06209,https://www.genome.jp/entry/R06209,"K01176,K05343,K07405",1,3,"K01176,K05343,K07405",annotated by HBS
3.2.1.10,R06080,https://www.genome.jp/entry/R06080,"K01182,K01203",1,2,"K01182,K01203",annotated by HBS
3.2.1.108;3.2.1.23,R01100,https://www.genome.jp/entry/R01100,"K01229,K01190,K12111,K12308,K12309",2,5,"K01229,K01190,K12111,K12308,K12309",annotated by HBS
3.2.1.108;3.2.1.23,R06098,https://www.genome.jp/entry/R06098,"K01229,K01190,K12111,K12308,K12309",2,5,"K01229,K01190,K12111,K12308,K12309",annotated by HBS
3.2.1.14,R06082,https://www.genome.jp/entry/R06082,"K01183,K13381,K20547",1,3,"K01183,K13381,K20547",annotated by HBS
3.2.1.14,R06081,https://www.genome.jp/entry/R06081,"K01183,K13381,K20547",1,3,"K01183,K13381,K20547",annotated by HBS
3.2.1.15;3.2.1.67,R06201,https://www.genome.jp/entry/R06201,"K01184,K01213,K22933",2,3,"K01184,K01213,K22933",annotated by HBS
3.2.1.18,R06253,https://www.genome.jp/entry/R06253,"K01186,K12357,K19247,K19392,K23550",1,5,"K01186,K12357,K19247,K19392,K23550",annotated by HBS
3.2.1.18,R06012,https://www.genome.jp/entry/R06012,"K01186,K12357,K19247,K19392,K23550",1,5,"K01186,K12357,K19247,K19392,K23550",annotated by HBS
3.2.1.18,R05998,https://www.genome.jp/entry/R05998,"K01186,K12357,K19247,K19392,K23550",1,5,"K01186,K12357,K19247,K19392,K23550",annotated by HBS
3.2.1.18,R05996,https://www.genome.jp/entry/R05996,"K01186,K12357,K19247,K19392,K23550",1,5,"K01186,K12357,K19247,K19392,K23550",annotated by HBS
3.2.1.18,R05999,https://www.genome.jp/entry/R05999,"K01186,K12357,K19247,K19392,K23550",1,5,"K01186,K12357,K19247,K19392,K23550",annotated by HBS
3.2.1.18,R05115,https://www.genome.jp/entry/R05115,"K01186,K12357,K19247,K19392,K23550",1,5,"K01186,K12357,K19247,K19392,K23550",annotated by HBS
3.2.1.18,R04650,https://www.genome.jp/entry/R04650,"K01186,K12357,K19247,K19392,K23550",1,5,"K01186,K12357,K19247,K19392,K23550",annotated by HBS
3.2.1.18,R04634,https://www.genome.jp/entry/R04634,"K01186,K12357,K19247,K19392,K23550",1,5,"K01186,K12357,K19247,K19392,K23550",annotated by HBS
3.2.1.18,R03491,https://www.genome.jp/entry/R03491,"K01186,K12357,K19247,K19392,K23550",1,5,"K01186,K12357,K19247,K19392,K23550",annotated by HBS
3.2.1.18,R05117,https://www.genome.jp/entry/R05117,"K01186,K12357,K19247,K19392,K23550",1,5,"K01186,K12357,K19247,K19392,K23550",annotated by HBS
3.2.1.20,R06084,https://www.genome.jp/entry/R06084,"K01187,K12047,K12316,K12317",1,4,"K01187,K12047,K12316,K12317",annotated by HBS
3.2.1.21,R06077,https://www.genome.jp/entry/R06077,"K01188,K05349,K05350",1,3,"K01188,K05349,K05350",annotated by HBS
3.2.1.21,R06092,https://www.genome.jp/entry/R06092,"K01188,K05349,K05350",1,3,"K01188,K05349,K05350",annotated by HBS
3.2.1.22,R06142,https://www.genome.jp/entry/R06142,"K01189,K07406,K07407",1,3,"K01188,K05349,K05350",annotated by HBS
3.2.1.22,R06152,https://www.genome.jp/entry/R06152,"K01189,K07406,K07407",1,3,"K01188,K05349,K05350",annotated by HBS
3.2.1.22,R06096,https://www.genome.jp/entry/R06096,"K01189,K07406,K07407",1,3,"K01188,K05349,K05350",annotated by HBS
3.2.1.22,R06093,https://www.genome.jp/entry/R06093,"K01189,K07406,K07407",1,3,"K01188,K05349,K05350",annotated by HBS
3.2.1.22,R06070,https://www.genome.jp/entry/R06070,"K01189,K07406,K07407",1,3,"K01188,K05349,K05350",annotated by HBS
3.2.1.22,R06094,https://www.genome.jp/entry/R06094,"K01189,K07406,K07407",1,3,"K01188,K05349,K05350",annotated by HBS
3.2.1.22;3.2.1.47,R03618,https://www.genome.jp/entry/R03618,"K01189,K07406,K07407",2,3,"K01188,K05349,K05350",annotated by HBS
3.2.1.23,R05112,https://www.genome.jp/entry/R05112,"K01190,K12111,K12308,K12309",1,4,"K01190,K12111,K12308,K12309",annotated by HBS
3.2.1.23,R05994,https://www.genome.jp/entry/R05994,"K01190,K12111,K12308,K12309",1,4,"K01190,K12111,K12308,K12309",annotated by HBS
3.2.1.23,R06099,https://www.genome.jp/entry/R06099,"K01190,K12111,K12308,K12309",1,4,"K01190,K12111,K12308,K12309",annotated by HBS
3.2.1.23,R06144,https://www.genome.jp/entry/R06144,"K01190,K12111,K12308,K12309",1,4,"K01190,K12111,K12308,K12309",annotated by HBS
3.2.1.23,R06202,https://www.genome.jp/entry/R06202,"K01190,K12111,K12308,K12309",1,4,"K01190,K12111,K12308,K12309",annotated by HBS
3.2.1.28,R06103,https://www.genome.jp/entry/R06103,"K01194,K22934",1,2,"K01194,K22934",annotated by HBS
3.2.1.37,R06203,https://www.genome.jp/entry/R06203,"K01198,K15920,K22268",1,3,"K01198,K15920,K22268",annotated by HBS
3.2.1.39,R06204,https://www.genome.jp/entry/R06204,"K01199,K19891,K19892,K19893",1,4,"K01199,K19891,K19892,K19893",annotated by HBS
3.2.1.51,R03162,https://www.genome.jp/entry/R03162,"K01206,K15923",1,2,"K01206,K15923",Reviewed by LML
3.2.1.52,R06141,https://www.genome.jp/entry/R06141,"K01207,K12373,K14459,K20730",1,4,"K01207,K12373,K14459,K20730",Reviewed by LML
3.2.1.52,R06001,https://www.genome.jp/entry/R06001,"K01207,K12373,K14459,K20730",1,4,"K01207,K12373,K14459,K20730",Reviewed by LML
3.2.1.52,R04586,https://www.genome.jp/entry/R04586,"K01207,K12373,K14459,K20730",1,4,"K01207,K12373,K14459,K20730",Reviewed by LML
3.2.1.52,R04184,https://www.genome.jp/entry/R04184,"K01207,K12373,K14459,K20730",1,4,"K01207,K12373,K14459,K20730",Reviewed by LML
3.2.1.52,R03492,https://www.genome.jp/entry/R03492,"K01207,K12373,K14459,K20730",1,4,"K01207,K12373,K14459,K20730",Reviewed by LML
3.2.1.67,R04320,https://www.genome.jp/entry/R04320,"K01213,K22933",1,2,"K01213,K22933",Reviewed by LML
3.2.1.78,R08612,https://www.genome.jp/entry/R08612,"K01218,K19355",1,2,"K01218,K19355",Reviewed by LML
3.2.1.86,R06112,https://www.genome.jp/entry/R06112,"K01222,K01223",1,2,"K01222,K01223",Reviewed by LML; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC103698/
3.2.2.9,R12621,https://www.genome.jp/entry/R12621,"K01243,K18284",1,2,"K01243,K18284",Reviewed by LML
3.3.2.10,R02822,https://www.genome.jp/entry/R02822,"K08726,K22368",1,2,"K08726,K22368",Reviewed by LML
3.4.13.22,R07651,https://www.genome.jp/entry/R07651,"K08641,K18866",1,2,"K08641,K18866",Reviewed by LML
3.4.19.12,R02418,https://www.genome.jp/entry/R02418,"K01309,K05609,K05610,K05611,K08588,K08601,K09602,K09603,K11366,K11832,K11833,K11834,K11835,K11836,K11837,K11838,K11839,K11840,K11841,K11842,K11843,K11844,K11845,K11846,K11847,K11848,K11849,K11850,K11851,K11852,K11853,K11854,K11855,K11856,K11857,K11858,K11859,K11860,K11861,K11862,K11866,K11867,K11869,K11870,K11871,K11872,K11873,K11874,K11986,K12655,K13716,K13717,K13718,K15235,K18342,K18343,K21075,K21122,K21343,K21634,K22647,K22763,K22972,K24134",1,64,"K01309,K05609,K05610,K05611,K08588,K08601,K09602,K09603,K11366,K11832,K11833,K11834,K11835,K11836,K11837,K11838,K11839,K11840,K11841,K11842,K11843,K11844,K11845,K11846,K11847,K11848,K11849,K11850,K11851,K11852,K11853,K11854,K11855,K11856,K11857,K11858,K11859,K11860,K11861,K11862,K11866,K11867,K11869,K11870,K11871,K11872,K11873,K11874,K11986,K12655,K13716,K13717,K13718,K15235,K18342,K18343,K21075,K21122,K21343,K21634,K22647,K22763,K22972,K24134",Reviewed by LML
3.5.1.1;3.5.1.12;3.5.1.19;3.5.1.2;3.5.1.20;3.5.1.29;3.5.1.3;3.5.1.30;3.5.1.35;3.5.1.38;3.5.1.4;3.5.1.42;3.5.1.43;3.5.1.44;3.5.1.5;3.5.1.6,R06134,https://www.genome.jp/entry/R06134,"K01424,K13051,K13278,K01435,K01440,K08281,K01425,K23265,K18614,K13566,K01506,K05597,K01426,K03742,K03743,K03411,K03412,K01427,K01428,K01429,K01430,K14048,K01431,K06016",16,24,NA,Generic amide --> carboxylate + ammonia; consider removing
3.5.1.105,R11889,https://www.genome.jp/entry/R11889,"K03478,K18454",1,2,"K03478,K18454",Reviewed by LML
3.5.1.11,R04103,https://www.genome.jp/entry/R04103,"K01434,K24041",1,2,"K01434,K24041",Reviewed by LML
3.5.1.124,R11562,https://www.genome.jp/entry/R11562,"K03152,K05520,K05523,K05687",1,4,"K03152,K05520,K05523,K05687",Reviewed by LML
3.5.1.124,R11563,https://www.genome.jp/entry/R11563,"K03152,K05520,K05523,K05687",1,4,"K03152,K05520,K05523,K05687",Reviewed by LML
3.5.1.124,R11564,https://www.genome.jp/entry/R11564,"K03152,K05520,K05523,K05687",1,4,"K03152,K05520,K05523,K05687",Reviewed by LML
3.5.1.23,R01493,https://www.genome.jp/entry/R01493,"K01441,K12348,K12349",1,3,"K01441,K12348,K12349",Reviewed by LML
3.5.1.44,R02622,https://www.genome.jp/entry/R02622,"K03411,K03412",1,2,"K03411,K03412",Reviewd by SM + JG
3.5.1.99,R09536,https://www.genome.jp/entry/R09536,"K15528,K19176",1,2,"K15528,K19176",Reviewed by LML
3.5.1.99,R09537,https://www.genome.jp/entry/R09537,"K15528,K19176",1,2,"K15528,K19176",Reviewed by LML
